Identifiant de l'accident;Date et heure;Commune;Année;Mois;Jour;Heure minute;Lumière;Localisation;Intersection;Conditions atmosphériques;Collision;Département;Code commune;Code Insee;Adresse;Latitude;Longitude;Code Postal;Numéro;Coordonnées;PR;Surface;V1;Circulation;Voie réservée;Env1;Voie;Largeur de la chaussée;V2;Largeur terre plein central;Nombre de voies;Catégorie route;PR1;Plan;Profil;Infrastructure;Situation;Année de naissance;Sexe;Action piéton;Gravité;Existence équipement de sécurité;Utilisation équipement de sécurité;Localisation du piéton;Identifiant véhicule;Place;Catégorie d'usager;Piéton seul ou non;Motif trajet;Point de choc;Manœuvre;Sens;Obstacle mobile heurté;Obstacle fixe heurté;Catégorie véhicule;Nombre d'occupants;Gps;date;year_georef;Nom Officiel Commune;Code Officiel Département;Nom Officiel Département;Code Officiel EPCI;Nom Officiel EPCI;Code Officiel Région;Nom Officiel Région;Nom Officiel Commune / Arrondissement Municipal;Code Officiel Commune
201700008318;2017-07-15T10:30:00+02:00;Narbonne;2017;07;15;10:30;Plein jour;En agglomération;6;Normale;Trois véhicules et plus – en chaîne;11;262;11262;MILLIAIRE (ROND POINT);4317999;0301922;11100;;43.174321, 2.990961;;normale;;A sens unique;;99;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1949,1947,1954;Masculin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;A01,B01,C01;1,1,1;Conducteur,Conducteur,Conducteur;;Domicile – travail;Avant,Arrière,Avant;En s’insérant,En s’insérant,Même sens;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule,Véhicule;;VL seul,VL seul,VL seul;;Métropole;;2017;Narbonne;11;Aude;241100593;CA Le Grand Narbonne;76;Occitanie;Narbonne;11262
201700008341;2017-09-30T09:45:00+02:00;Narbonne;2017;09;30;09:45;Plein jour;En agglomération;2;Normale;Deux véhicules – par le coté;11;262;11262;SUFFREN (RUE);4318307;0301347;11100;;43.183412, 3.0121;;normale;;Bidirectionnelle;;99;;0;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1993,1967;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Non déterminable,Non déterminable;;A01,B01;1,1;Conducteur,Conducteur;;Autre,Autre;Avant;Sans changement de direction,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,VL seul;;Métropole;;2017;Narbonne;11;Aude;241100593;CA Le Grand Narbonne;76;Occitanie;Narbonne;11262
201700008399;2017-06-10T08:40:00+02:00;Bernis;2017;06;10;08:40;Plein jour;En agglomération;1;Normale;Deux véhicules - frontale;30;036;30036;RN 113;4377988;0429217;30620;113;43.776609, 4.287495;35;normale;;Bidirectionnelle;;99;113;75;;0;2;Route Nationale;685;Partie rectiligne;Plat;;Sur chaussée;1974,1992;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail,Utilisation professionnelle;Avant,Avant;Traversant la chaussée,Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,Motocyclette > 125 cm3;;Métropole;;2017;Bernis;30;Gard;243000643;CA de Nîmes Métropole;76;Occitanie;Bernis;30036
201700008431;2017-11-29T14:50:00+01:00;Broc;2017;11;29;14:50;Plein jour;Hors agglomération;1;Normale;Deux véhicules - frontale;49;052;49052;D959;4760595;0022204;49490;959;47.584486, 0.190708;1;normale;;Bidirectionnelle;;99;959;74;;0;2;Route Départementale;50;Partie rectiligne;Plat;;Sur chaussée;1990,1975;Masculin,Masculin;Se déplaçant,Se déplaçant;Tué,Blessé;Ceinture,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Utilisation professionnelle,Utilisation professionnelle;Avant,Avant;Sans changement de direction,Déporté A gauche;;Véhicule,Véhicule;;Tracteur routier + semi-remorque,VL seul;;Métropole;;2017;;;;;;;;;49052
201700008457;2017-10-11T18:30:00+02:00;Poids-de-fiole;2017;10;11;18:30;Plein jour;En agglomération;4;Normale;Deux véhicules – par le coté;39;431;39431;;4659636;0562936;39570;;46.594974, 5.629928;0;normale;;Bidirectionnelle;;00;4;;;;2;Route Départementale;;Partie rectiligne;Plat;;;1940,1964,1950,1935,1949;Féminin,Féminin,Masculin,Féminin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Indemne,Indemne,Blessé,Indemne;Ceinture,Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Oui,Oui;;A01,B01;2,1,6,1,2;Passager,Conducteur,Passager,Conducteur,Passager;;Promenade – loisirs,Utilisation professionnelle,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Avant droit,Avant;Tournant A gauche,Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule;;VL seul,Autobus;3;Métropole;;2017;Poids-de-Fiole;39;Jura;243901071;CC de la Région d'Orgelet;27;Bourgogne-Franche-Comté;Poids-de-Fiole;39431
201700008489;2017-05-21T18:20:00+02:00;Le Monastere;2017;05;21;18:20;Plein jour;Hors agglomération;1;Normale;Deux véhicules - frontale;12;146;12146;RANDEYNES (LIEU DIT);4432890;0258478;12000;;44.325849, 2.587693;2;normale;;Bidirectionnelle;;03;62;70;;0;2;Route Départementale;450;En courbe à gauche;Plat;;Sur chaussée;1994,1995;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant,Avant;Même sens,Déporté A gauche;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,Motocyclette > 125 cm3;;Métropole;;2017;Le Monastère;12;Aveyron;241200187;CA Rodez;76;Occitanie;Le Monastère;12146
201700011204;2017-03-05T18:15:00+01:00;Vitrolles;2017;03;05;18:15;Crépuscule ou aube;Hors agglomération;1;Normale;Autre collision;13;117;13117;STADIUM (RD 9);4344921;0529755;13127;9;;;mouillée;;A sens unique;;99;9;80;;0;2;Route Départementale;;En courbe à gauche;Pente;;Sur accotement;1985;Masculin;Se déplaçant;Blessé;Ceinture;Non déterminable;;A01;1;Conducteur;;;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant;;Glissière métallique;VL seul;;Métropole;2017-04-01;2017;Vitrolles;13;Bouches-du-Rhône;200054807;Métropole d'Aix-Marseille-Provence;93;Provence-Alpes-Côte d'Azur;Vitrolles;13117
201700011285;2017-07-01T07:10:00+02:00;Vitrolles;2017;07;01;07:10;Crépuscule ou aube;En agglomération;2;Normale;Deux véhicules – par le coté;13;117;13117;1, D 55F;4346857;0523439;13127;1;43.447263, 5.248893;;;;Bidirectionnelle;;99;55;0;F;0;2;Route Départementale;;;Pente;;Sur chaussée;1961,1995,1998;Masculin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Indemne;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;A01,B01;1,1,2;Conducteur,Conducteur,Passager;;Domicile – travail,Promenade – loisirs,Promenade – loisirs;Avant,Côté gauche;Tournant A gauche,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule;;VL seul,VL seul;;Métropole;;2017;Vitrolles;13;Bouches-du-Rhône;200054807;Métropole d'Aix-Marseille-Provence;93;Provence-Alpes-Côte d'Azur;Vitrolles;13117
201700011346;2017-01-28T23:50:00+01:00;Battenheim;2017;01;28;23:50;Nuit sans éclairage public;Hors agglomération;1;Normale;Deux véhicules – par l’arrière;68;022;68022;autoroute A35;4780838;0739243;68390;35;47.818952, 7.381252;96;normale;;A chaussées séparées;;99;35;140;;30;4;Autoroute;800;Partie rectiligne;Plat;;Sur bande d’arrêt d’urgence;1966,1987;Masculin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Domicile – travail;Arrière,Avant;Même sens,Même sens;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,VL seul;;Métropole;;2017;Battenheim;68;Haut-Rhin;200066009;CA Mulhouse Alsace;44;Grand Est;Battenheim;68022
201700011376;2017-08-04T15:55:00+02:00;Magny-les-hameaux;2017;08;04;15:55;Plein jour;En agglomération;1;Normale;Deux véhicules – par le coté;78;356;78356;route de la butte aux ch;4875051;0205142;78114;;48.747096, 2.054899;;normale;;Bidirectionnelle;;99;0;70;;0;2;Voie Communale;;En courbe à droite;Pente;;Sur chaussée;1997,2004;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Non;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs;Côté gauche,Arrière gauche;Déporté A gauche,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule;;Bicyclette,VL seul;;Métropole;;2017;Magny-les-Hameaux;78;Yvelines;200058782;CA de Saint-Quentin-en-Yvelines;11;Île-de-France;Magny-les-Hameaux;78356
201700011389;2017-07-02T06:40:00+02:00;Herouville;2017;07;02;06:40;Plein jour;Hors agglomération;6;Pluie légère;Deux véhicules – par le coté;95;308;95308;RD 927;4910530;0212890;95300;927;49.100389, 2.131851;7;normale;;A sens unique;;99;927;;;;1;Route Départementale;400;En courbe à gauche;Plat;;Sur chaussée;1994,1995;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Blessé;Ceinture,Ceinture;Oui,Oui;;Z01,A01;2,1;Passager,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant droit,Avant droit;A contresens,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule;;VL seul,VL seul;;Métropole;;2017;Hérouville;95;Val-d'Oise;249500430;CC Sausseron Impressionnistes;11;Île-de-France;Hérouville;95308
201700011491;2017-09-21T14:05:00+02:00;Dives-sur-mer;2017;09;21;14:05;Plein jour;En agglomération;1;Normale;Deux véhicules – par le coté;14;225;14225;MAURICE THOREZ (BLD);4927814;-010312;14160;;49.283886, -0.102925;;normale;;Bidirectionnelle;;99;0;60;;0;1;Parc de stationnement ouvert à la circulation publique;;Partie rectiligne;Plat;;;1954,1985;Masculin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Non déterminable,Non;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Domicile – travail;Arrière droit,Arrière;Sans changement de direction,En marche arrière;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule;Véhicule en stationnement;VL seul,VL seul;;Métropole;;2017;Dives-sur-Mer;14;Calvados;200065563;CC Normandie-Cabourg-Pays d'Auge;28;Normandie;Dives-sur-Mer;14225
201700011545;2017-06-09T08:15:00+02:00;Vagney;2017;06;09;08:15;Plein jour;En agglomération;7;Normale;Deux véhicules – par le coté;88;486;88486;rue Jules FERRY;4800606;0671603;88120;;48.005413, 6.716716;;normale;;;Piste cyclable;03;0;10;;0;1;Voie Communale;;En courbe à gauche;Plat;;Sur chaussée;2003,1974;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Non,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Domicile – école,Domicile – école;Avant,Avant;Sans changement de direction,En s’insérant;;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole;;2017;Vagney;88;Vosges;200071157;CC des Hautes-Vosges;44;Grand Est;Vagney;88486
201700011573;2017-10-16T06:00:00+02:00;Signy-l'abbaye;2017;10;16;06:00;Nuit avec éclairage public allumé;En agglomération;3;Normale;Autre collision;08;419;08419;rue des petites forges;4970131;0441636;08460;;49.702102, 4.414598;21;flaques;;Bidirectionnelle;;99;27;10;;0;2;Route Départementale;50;;Pente;;Sur chaussée;1976;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Domicile – travail;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;;Poteau;VL seul;;Métropole;;2017;Signy-l'Abbaye;08;Ardennes;240800862;CC des Crêtes Préardennaises;44;Grand Est;Signy-l'Abbaye;08419
201700011578;2017-01-23T11:25:00+01:00;Fumay;2017;01;23;11:25;Plein jour;En agglomération;1;Normale;Autre collision;08;185;08185;RUE FRANCIS DE PRESSENCE;4998533;0469140;08170;;49.986478, 4.687164;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Bas de côte;;Sur accotement;1984;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Utilisation professionnelle;Avant;Sans changement de direction;;;Mobilier urbain;PL > 3;;Métropole;;2017;Fumay;08;Ardennes;240800821;CC Ardenne,Rives de Meuse;44;Grand Est;Fumay;08185
201700011627;2017-02-26T14:00:00+01:00;Vaudremont;2017;02;26;14:00;Plein jour;Hors agglomération;1;Normale;Autre collision;52;506;52506;RD 102;4811759;0491742;52330;102;;;normale;;Bidirectionnelle;;99;102;0;;0;2;Route Départementale;;En courbe à droite;Plat;;Sur accotement;1928,1933;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Blessé;Ceinture,Ceinture;Oui,Oui;;A01;1,2;Conducteur,Passager;;Promenade – loisirs,Promenade – loisirs;Avant;;PK ou PR ou numéro d’adresse postale croissant;;Fossé;VL seul;;Métropole;;2017;Vaudrémont;52;Haute-Marne;245200597;CC des Trois Forêts;44;Grand Est;Vaudrémont;52506
201700011663;2017-09-21T17:40:00+02:00;Gonneville-sur-honfleur;2017;09;21;17:40;Plein jour;Hors agglomération;1;Normale;Trois véhicules et plus - collisions multiples;14;304;14304;CD 579;4937391;0022958;14600;579;49.377741, 0.236737;;normale;;Bidirectionnelle;;99;0;0;;0;2;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1997,1964,1986,1984,1997;Masculin,Masculin,Masculin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Blessé,Indemne,Blessé;Ceinture,Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Oui,Oui;;B01,A01,C01;3,1,2,1,1;Passager,Conducteur,Passager,Conducteur,Conducteur;;Promenade – loisirs,Domicile – travail,Promenade – loisirs,Promenade – loisirs,Domicile – travail;Avant droit,Arrière gauche,Avant;Manœuvre d’évitement,Arrêté (hors stationnement),Manœuvre d’évitement;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule,Véhicule;;VL seul,VL seul,VL seul;;Métropole;;2017;Gonneville-sur-Honfleur;14;Calvados;200066827;CC du Pays de Honfleur-Beuzeville;28;Normandie;Gonneville-sur-Honfleur;14304
201700011673;2017-10-03T09:20:00+02:00;Aujeurres;2017;10;03;09:20;Plein jour;Hors agglomération;1;Pluie légère;Deux véhicules - frontale;52;027;52027;CD 141d - PK 29+100;4776768;0518804;52190;141;;29;mouillée;;Bidirectionnelle;;99;141;63;D;0;2;Route Départementale;100;En courbe à gauche;Pente;;Sur chaussée;1984,1977;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Blessé;Ceinture,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Utilisation professionnelle,Utilisation professionnelle;Avant,Avant;Sans changement de direction,Déporté A gauche;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VU seul 1,VU seul 1;;Métropole;;2017;Aujeurres;52;Haute-Marne;200027308;CC d'Auberive Vingeanne et Montsaugeonnais;44;Grand Est;Aujeurres;52027
201700011691;2017-12-20T15:20:00+01:00;Baudrecourt;2017;12;20;15:20;Plein jour;Hors agglomération;1;Temps couvert;Deux véhicules – par l’arrière;52;039;52039;départementale 13;4839248;0496965;52110;13;48.368892, 4.781008;25;mouillée;;Bidirectionnelle;;99;13;69;;0;2;Route Départementale;500;Partie rectiligne;Plat;;Sur chaussée;1939,1967;Masculin,Masculin;Se déplaçant,Se déplaçant;Tué,Indemne;Autre,Autre;Non,Non déterminable;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Utilisation professionnelle;Avant droit,Arrière;Même sens,Même sens;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Autre;;Tracteur agricole,Bicyclette;;Métropole;;2017;Baudrecourt;52;Haute-Marne;200044253;CC du Bassin de Joinville en Champagne;44;Grand Est;Baudrecourt;52039
201700011694;2017-07-03T17:00:00+02:00;Estables;2017;07;03;17:00;Plein jour;Hors agglomération;1;Normale;Sans collision;48;057;48057;D59 PK4+500;4467445;0349399;48700;59;44.668337, 3.486972;;normale;;Bidirectionnelle;;99;59;0;;0;2;Route Départementale;;En « S »;Plat;;;1982;Masculin;Se déplaçant;Blessé;Casque;Oui;;B01;1;Conducteur;;Promenade – loisirs;Avant;Manœuvre d’évitement;PK ou PR ou numéro d’adresse postale décroissant;;Arbre;Motocyclette > 125 cm3;;Métropole;;2017;Estables;48;Lozère;200069102;CC Randon - Margeride;76;Occitanie;Estables;48057
201700011695;2017-07-10T15:45:00+02:00;Cubieres;2017;07;10;15:45;Plein jour;Hors agglomération;1;Normale;Deux véhicules - frontale;48;053;48053;RD 901 PK 25+980;4448839;0380066;48190;901;;25;mouillée;;Bidirectionnelle;;99;901;70;;0;2;Route Départementale;980;En courbe à droite;Plat;;Sur chaussée;1999,1946,2001,2003,1943,1953;Féminin,Masculin,Masculin,Féminin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Indemne,Indemne,Indemne,Indemne,Blessé;Ceinture,Ceinture,Ceinture,Ceinture,Ceinture,Casque;Oui,Oui,Oui,Oui,Oui,Oui;;B01,A01;8,1,9,2,7,1;Passager,Conducteur,Passager,Passager,Passager,Conducteur;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Avant,Avant droit;Sans changement de direction,Déporté A gauche;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule;;VU seul 1,Motocyclette > 125 cm3;;Métropole;;2017;Cubières;48;Lozère;200069128;CC Mont Lozère;76;Occitanie;Cubières;48053
201700011707;2017-08-04T15:30:00+02:00;Ispagnac;2017;08;04;15:30;Plein jour;Hors agglomération;1;Normale;Deux véhicules - frontale;48;075;48075;route départementale 31;4438845;0352221;48320;31;44.377337, 3.520548;34;normale;;Bidirectionnelle;;99;31;0;;0;2;Route Départementale;500;Partie rectiligne;Pente;;Sur chaussée;1945,1972;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Blessé;Ceinture,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail;Avant,Avant;A contresens,Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,VL seul;;Métropole;;2017;Ispagnac;48;Lozère;200069151;CC Gorges Causses Cévennes;76;Occitanie;Ispagnac;48075
201700011728;2017-04-09T12:00:00+02:00;Marchastel;2017;04;09;12:00;Plein jour;Hors agglomération;1;Normale;Sans collision;48;091;48091;D900;4464570;0310686;48260;900;44.650452, 3.105939;7;normale;;Bidirectionnelle;;99;900;40;;0;2;Route Départementale;800;En « S »;Pente;;Sur accotement;1960;Masculin;Se déplaçant;Blessé;Casque;Oui;;A01;1;Conducteur;;Promenade – loisirs;Côté gauche;Même sens;PK ou PR ou numéro d’adresse postale croissant;;Fossé;Motocyclette > 125 cm3;;Métropole;;2017;Marchastel;48;Lozère;200069144;CC des Hautes Terres de l'Aubrac;76;Occitanie;Marchastel;48091
201700011737;2017-01-08T17:00:00+01:00;La Calmette;2017;01;08;17:00;Plein jour;Hors agglomération;3;Normale;Deux véhicules – par le coté;30;061;30061;intersection RD936 et RD;4395148;0424737;30190;936;43.922046, 4.267684;2;normale;;Bidirectionnelle;;;424;10;;5;2;Route Départementale;47;;Plat;;;1958,2002,2002,1974,1997;Masculin,Masculin,Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Indemne,Indemne,Blessé,Indemne;Ceinture,Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Oui,Oui;;A01,B01;1,2,2,1,9;Conducteur,Passager,Passager,Conducteur,Passager;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Côté gauche,Avant;En s’insérant,Sans changement de direction;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole;;2017;La Calmette;30;Gard;243000643;CA de Nîmes Métropole;76;Occitanie;La Calmette;30061
201700011771;2017-05-19T15:25:00+02:00;Barjac;2017;05;19;15:25;Plein jour;Hors agglomération;1;Normale;Autre collision;30;029;30029;RD 901;4430464;0432804;30430;901;;31;normale;;Bidirectionnelle;;99;901;59;;0;2;Route Départementale;800;Partie rectiligne;Plat;;Sur accotement;1962;Masculin;Se déplaçant;Tué;Ceinture;Oui;;A01;1;Conducteur;;Promenade – loisirs;Avant;Déporté A gauche;PK ou PR ou numéro d’adresse postale croissant;;Arbre;VL seul;;Métropole;;2017;Barjac;30;Gard;200035129;CC de Cèze Cévennes;76;Occitanie;Barjac;30029
201700011781;2017-06-15T11:35:00+02:00;Aigremont;2017;06;15;11:35;Plein jour;Hors agglomération;1;Normale;Autre collision;30;002;30002;RD 907, PK 20+200;4395904;0413223;30350;907;;20;normale;;Bidirectionnelle;;99;907;68;;0;2;Route Départementale;200;Partie rectiligne;Pente;;Sur accotement;1945;Masculin;Se déplaçant;Tué;Ceinture;Non;;A01;1;Conducteur;;Promenade – loisirs;Côté gauche;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;;Fossé;VL seul;;Métropole;;2017;Aigremont;30;Gard;200034411;CC du Piémont Cévenol;76;Occitanie;Aigremont;30002
201700011802;2017-09-10T16:50:00+02:00;Remoulins;2017;09;10;16:50;Plein jour;En agglomération;3;Normale;Deux véhicules - frontale;30;212;30212;RD 6086;4393448;0455696;30210;6086;44.034757, 4.582031;42;normale;;Bidirectionnelle;;;6086;115;;14;3;Route Départementale;725;;Plat;;;1936,1965;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant,Avant;Sans changement de direction,Tournant A gauche;;Véhicule;;Motocyclette > 125 cm3,Autre véhicule;;Métropole;;2017;Remoulins;30;Gard;243000684;CC du Pont du Gard;76;Occitanie;Remoulins;30212
